0.2	-13.39	2.03488	2.5	-1.91969	0.12052	-0.35463	1.2253
0.5	-7.23821	1.41946	2.7	-2.26433	0.14984	-0.33999	1.0142
1	-2.60639	0.88116	2.8	-2.58296	0.18098	-0.25757	0.8785
2	1.15279	0.45254	2.8	-2.818	0.20613	-0.16423	0.8484
3.333333333	3.14919	0.23165	2.8	-2.96321	0.22112	-0.11352	0.8428
5	4.2848	0.1249	2.8	-3.04591	0.22877	-0.08886	0.8338
10	5.9917	-0.02059	2.9	-3.25499	0.24527	-0.06853	0.8546
105	5.9533	-0.11691	2.9	-3.42173	0.26461	-0.0681	0.8471
